2025_rank,2024_rank,university,alpha_2,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
1001-1200,1001-1200,University of Hradec Kralove,CZ,5.0,2.5,22.4,5.4,51.4,3.2,41.3,4.2,1.0,-
1001-1200,1401+,University of Ibadan,NG,9.9,7.8,5.2,3.5,,,65.8,69.3,2.2,-
1001-1200,1001-1200,University of Idaho,US,3.1,1.4,9.9,32.6,4.6,5.9,32.5,3.5,3.4,-
1001-1200,1001-1200,University of Ioannina,GR,7.2,3.8,1.5,19.5,1.7,2.5,61.3,3.6,2.0,-
1001-1200,1001-1200,University of Karachi,PK,11.6,16.1,1.6,4.9,3.5,1.1,36.8,42.8,1.2,-
1001-1200,1201-1400,University of Khartoum,SD,6.1,4.0,6.7,2.6,,1.4,45.0,74.1,1.0,-
1001-1200,1401+,University of Lagos,NG,8.4,7.5,2.2,2.6,,,34.0,87.6,1.3,-
1001-1200,1001-1200,University of Louisville,US,3.5,3.2,30.5,7.7,24.8,3.2,59.0,5.1,2.4,-
1001-1200,801-850,University of Massachusetts Boston,US,11.0,7.7,9.8,19.7,4.5,14.8,32.2,2.9,8.4,-
1001-1200,1001-1200,"University of Missouri, Kansas City",US,4.4,4.4,14.3,16.9,4.1,20.0,29.3,6.6,1.8,-
1001-1200,1001-1200,University of Naples Parthenope,IT,3.8,1.9,3.3,42.4,1.7,2.1,30.8,1.7,3.0,-
1001-1200,951-1000,University of New England Australia,AU,10.7,7.2,3.7,14.7,4.6,3.3,62.9,9.8,10.8,-
1001-1200,1001-1200,University of New Hampshire,US,5.0,4.1,12.2,16.9,7.0,2.5,41.7,7.1,5.5,-
1001-1200,1001-1200,University of North Carolina at Charlotte,US,5.1,5.8,5.0,13.4,8.7,6.2,65.0,7.8,4.2,-
1001-1200,1001-1200,University of North Texas,US,6.9,5.0,3.1,17.2,3.5,24.8,58.0,21.1,3.8,-
1001-1200,1001-1200,University of Novi Sad,RS,8.4,5.9,8.8,3.6,,,79.4,21.3,1.2,-
1001-1200,1001-1200,University of Rhode Island ,US,5.6,3.5,6.7,16.2,5.2,2.6,48.9,11.8,54.1,-
1001-1200,1201-1400,University of Sarajevo ,BA,4.4,1.6,4.6,1.9,,2.8,46.5,83.6,1.0,-
1001-1200,951-1000,University of Seoul ,KR,11.0,9.7,36.7,8.8,5.5,6.9,24.0,5.3,4.9,-
1001-1200,,University of Tabuk,SA,5.2,2.4,18.7,3.0,92.4,2.2,38.0,2.2,1.0,-
1001-1200,1001-1200,University of Texas at San Antonio,US,6.0,3.0,3.9,22.8,8.8,2.7,60.5,5.1,3.8,-
1001-1200,1001-1200,University of Texas El Paso ,US,4.4,2.6,5.7,14.2,9.0,5.3,66.2,3.0,2.9,-
1001-1200,1001-1200,University of the Free State,ZA,6.1,5.8,3.4,8.8,,4.4,92.4,11.6,1.7,-
1001-1200,1001-1200,University of the Sunshine Coast ,AU,3.6,1.9,2.6,25.2,2.7,16.4,48.3,1.6,6.5,-
1001-1200,1001-1200,University of Toledo,US,3.7,3.0,9.6,18.2,6.0,10.4,45.4,7.7,1.7,-
1001-1200,1001-1200,University of Tulsa,US,3.2,2.1,35.1,11.5,7.0,17.8,20.4,13.7,1.1,-
1001-1200,901-950,University of Vermont,US,3.1,2.2,34.9,15.6,6.8,2.4,62.8,9.5,8.1,-
1001-1200,1201-1400,University of Warmia and Mazury in Olsztyn,PL,6.9,8.9,28.6,3.7,2.0,2.7,40.6,3.2,7.1,-
1001-1200,1001-1200,University of Wolverhampton,GB,3.2,2.7,10.2,8.3,33.3,69.2,45.7,4.7,1.3,-
1001-1200,1001-1200,University of Wyoming,US,3.2,1.6,28.4,21.1,6.8,4.0,52.2,6.5,3.6,-
1001-1200,1001-1200,University of Žilina,SK,6.6,1.8,60.1,6.6,2.0,6.0,19.3,4.6,1.0,-
1001-1200,1001-1200,Utah State University ,US,6.2,2.0,5.4,22.4,1.1,1.6,54.7,7.6,7.4,-
1001-1200,1001-1200,VSB - Technical University of Ostrava,CZ,6.0,10.5,18.6,4.7,11.3,28.3,50.2,3.9,4.6,-
1001-1200,1001-1200,Warsaw University of Life Sciences – SGGW (WULS-SGGW),PL,6.6,4.4,18.8,6.8,2.3,6.4,74.4,3.0,6.9,-
1001-1200,901-950,West Virginia University,US,5.6,4.7,12.8,18.5,5.8,4.2,66.7,14.3,6.7,-
1001-1200,1001-1200,Xi'an Jiaotong Liverpool University,CN,4.2,1.9,6.2,5.6,94.8,2.8,37.8,1.5,1.5,-
1001-1200,951-1000,Yokohama National University,JP,9.3,16.4,18.3,6.6,10.1,7.8,26.5,17.8,2.8,-
1201-1400,1401+,Al-Balqa Applied University,JO,5.8,6.6,4.8,2.7,7.6,2.5,32.9,3.9,6.7,-
1201-1400,1201-1400,Alexandru Ioan Cuza University,RO,7.5,11.9,5.5,3.0,3.5,9.6,40.2,14.3,3.2,-
1201-1400,1201-1400,Anadolu University,TR,4.9,3.9,13.1,2.6,1.8,2.9,17.5,13.9,1.0,-
1201-1400,1201-1400,Aoyama Gakuin University,JP,7.0,10.9,5.2,1.8,15.4,2.5,6.2,9.5,1.0,-
1201-1400,1401+,Ataturk University,TR,5.8,2.3,2.9,4.4,3.2,7.4,39.4,7.8,1.1,-
1201-1400,1201-1400,Atma Jaya Catholic University Jakarta,ID,6.8,7.7,8.7,1.3,3.4,1.2,7.5,18.0,1.1,-
1201-1400,1201-1400,Bahauddin Zakariya University ,PK,6.0,6.2,1.8,14.6,,1.0,44.6,4.1,1.0,-
1201-1400,1001-1200,Beijing Foreign Studies University,CN,5.7,2.9,25.9,1.5,19.6,25.8,3.4,7.4,1.0,-
1201-1400,1001-1200,Beijing University of Chinese Medicine,CN,4.4,1.6,37.2,9.4,,8.8,7.1,3.0,1.0,-
1201-1400,1201-1400,Belarusian State University of Informatics and Radioelectronics,BY,6.6,17.1,15.3,1.2,1.1,9.3,7.4,5.9,,-
1201-1400,1201-1400,Benemérita Universidad Autónoma de Puebla,MX,13.7,5.4,2.8,1.9,2.8,1.3,24.5,2.0,1.2,-
1201-1400,1201-1400,Birzeit university,PS,7.6,7.1,4.7,2.8,13.4,4.0,20.4,23.2,1.0,-
1201-1400,1201-1400,British University in Egypt,EG,6.0,5.5,25.7,2.3,2.6,2.6,12.0,2.6,1.0,-
1201-1400,1201-1400,Brock University,CA,4.0,6.3,3.0,13.7,2.1,23.8,30.9,5.2,2.7,-
1201-1400,1201-1400,Central Michigan University,US,3.6,3.4,8.2,6.5,2.4,6.9,23.4,7.7,1.2,-
1201-1400,1201-1400,Chaoyang University of Technology,TW,5.5,5.8,4.3,3.9,5.6,5.9,26.5,2.0,4.3,-
1201-1400,1201-1400,China University of Political Science and Law,CN,2.7,37.6,8.0,1.2,3.7,1.5,6.1,5.8,1.0,-
1201-1400,1201-1400,Chitkara University,IN,6.1,7.4,15.9,2.2,5.5,3.0,29.4,1.9,3.3,-
1201-1400,1201-1400,Chittagong University of Engineering and Technology,BD,8.9,12.4,8.3,5.1,1.4,,6.7,4.2,1.0,-
1201-1400,1201-1400,Cleveland State University,US,4.1,3.1,9.2,4.0,4.0,26.2,16.7,7.3,1.0,-
1201-1400,1401+,Cukurova University,TR,4.9,3.8,5.2,2.6,1.9,3.3,46.2,7.6,2.9,-
1201-1400,1201-1400,CUNY The City College of New York,US,7.2,3.0,11.9,11.3,6.7,4.7,24.8,1.5,2.5,-
1201-1400,1201-1400,Daffodil International University,BD,9.5,19.8,3.8,2.8,5.0,2.9,22.0,3.7,3.4,-
1201-1400,1201-1400,Damascus University,SY,6.1,3.7,1.4,1.2,4.0,6.0,18.4,90.2,1.1,-
1201-1400,1201-1400,Dokuz Eylül Üniversitesi,TR,6.8,7.8,3.5,2.1,2.5,10.7,34.7,6.0,18.8,-
1201-1400,1001-1200,Doshisha University,JP,8.6,11.4,5.2,1.8,17.6,3.7,18.7,19.1,1.0,-
1201-1400,1201-1400,Erciyes Üniversitesi,TR,4.4,3.0,2.0,5.3,3.1,5.7,45.1,1.7,8.8,-
1201-1400,1001-1200,Escuela Politécnica Nacional,EC,6.9,9.2,16.6,3.4,5.0,1.6,14.9,5.0,1.3,-
1201-1400,1201-1400,Feng Chia University,TW,10.8,7.9,4.4,6.1,3.4,4.4,11.2,15.5,16.7,-
1201-1400,1201-1400,Florida Atlantic University - Boca Raton,US,4.7,6.2,4.9,9.5,6.8,4.4,44.3,5.8,4.5,-
1201-1400,1201-1400,Fu Jen Catholic University,TW,7.6,6.9,3.6,7.0,7.6,4.2,16.1,27.1,4.0,-
1201-1400,1001-1200,Fundación CEU San Pablo,ES,4.4,9.4,15.7,2.3,3.8,47.5,15.3,10.5,1.0,-
1201-1400,1201-1400,German University in Cairo,EG,8.3,15.2,7.0,2.2,13.4,1.1,12.8,4.4,1.0,-
1201-1400,1201-1400,Hanoi University of Science and Technology,VN,7.3,7.3,2.4,4.7,4.2,1.2,23.1,23.1,3.4,-
1201-1400,1001-1200,Harper Adams University,GB,4.2,10.3,6.1,6.9,17.4,7.6,11.6,1.5,1.0,-
1201-1400,1201-1400,Helwan University ,EG,7.3,12.4,3.6,1.6,1.1,1.6,50.7,13.2,1.5,-
1201-1400,1201-1400,Hongik University ,KR,4.2,5.6,9.8,3.0,16.0,9.6,14.2,4.8,1.0,-
1201-1400,,Hue University,VN,4.6,12.9,3.0,1.6,4.8,1.4,41.6,4.5,1.1,-
1201-1400,1001-1200,Instituto Tecnológico de Santo Domingo (INTEC),DO,1.6,4.0,35.4,1.4,10.0,4.1,5.6,38.5,1.0,-
1201-1400,1201-1400,Istanbul Aydin University  ,TR,4.9,3.0,12.3,1.4,6.7,52.1,7.3,2.1,1.1,-
1201-1400,1201-1400,Istanbul Bilgi Üniversitesi,TR,4.9,4.3,13.3,1.7,3.5,20.2,6.5,13.3,2.2,-
1201-1400,1201-1400,Ivan Franko National University of Lviv,UA,5.7,12.8,30.2,1.3,1.3,1.5,12.6,18.6,2.0,-
1201-1400,1201-1400,Izmir Institute of Technology (IZTECH),TR,7.2,4.4,5.8,8.2,3.2,2.1,15.5,2.1,1.6,-
1201-1400,1201-1400,Jahangirnagar University,BD,9.7,12.7,4.0,5.7,,,29.4,3.8,1.1,-
1201-1400,1201-1400,Jamia Hamdard,IN,5.1,1.8,8.4,12.6,,2.1,12.7,1.9,1.0,-
1201-1400,1201-1400,Jeju National University ,KR,3.6,1.9,30.0,7.0,7.5,5.5,23.1,1.8,15.0,-
1201-1400,1001-1200,Kazakh Ablai Khan University of International Relations and World Languages,KZ,7.7,9.0,40.4,1.0,6.6,4.1,1.0,3.4,,-
1201-1400,1001-1200,Kazan National Research Technological University,RU,5.7,4.1,18.9,1.4,2.7,29.6,7.2,3.1,1.0,-
1201-1400,1201-1400,Kenyatta University,KE,7.0,7.4,1.5,1.3,,,13.1,28.4,1.0,-
1201-1400,1201-1400,Kharkiv National University of Radio Electronics ,UA,3.9,12.3,21.6,1.5,1.4,5.1,11.9,4.1,1.4,-
1201-1400,1401+,Khulna University,BD,6.9,5.0,10.5,5.3,,,17.8,3.8,1.0,-
1201-1400,1201-1400,Khulna University of Engineering and Technology,BD,6.6,11.8,8.7,5.6,,1.0,9.4,3.7,1.0,-
1201-1400,1201-1400,Kindai University (Kinki University),JP,5.2,4.3,8.4,4.9,15.7,1.9,32.2,1.8,2.4,-
1201-1400,1201-1400,King Mongkut\'s Institute of Technology Ladkrabang,TH,8.3,3.7,4.2,3.1,16.7,2.2,18.5,6.2,1.1,-
1201-1400,1201-1400,King Mongkut's University of Technology North Bangkok,TH,8.5,4.9,4.1,3.3,2.8,1.1,23.5,2.5,1.1,-
1201-1400,1001-1200,Kookmin University ,KR,3.6,4.0,35.3,2.9,4.9,31.1,7.9,2.9,2.9,-
1201-1400,1401+,Kwame Nkrumah University of Science and Technology,GH,6.9,6.0,4.8,2.0,,,55.3,34.5,2.3,-
1201-1400,1001-1200,Kyoto Institute of Technology,JP,6.1,3.9,14.4,11.7,11.1,9.0,9.3,1.9,1.1,-
1201-1400,,Kyrgyz State Technical University,KG,14.6,7.0,12.0,1.0,2.6,5.8,1.2,22.6,,-
1201-1400,1201-1400,Marquette University,US,3.4,2.4,21.1,9.1,6.2,2.7,35.6,11.2,1.2,-
1201-1400,1001-1200,Meiji University,JP,6.7,19.2,4.4,1.6,10.5,4.6,13.4,17.3,1.1,-
1201-1400,1201-1400,Mendeleev University of Chemical Technology,RU,4.5,3.9,24.2,2.8,1.1,9.1,15.3,8.8,1.0,-
1201-1400,1201-1400,Miami University,US,3.8,5.4,6.2,7.8,3.4,5.5,25.3,26.1,2.2,-
1201-1400,1201-1400,Moscow Pedagogical State University,RU,7.8,3.6,7.2,1.3,1.2,23.8,6.8,1.8,1.0,-
1201-1400,1201-1400,Nagoya Institute of Technology (NIT),JP,5.7,2.6,7.5,14.5,5.1,4.1,18.3,6.0,1.0,-
1201-1400,1201-1400,National Dong Hwa University,TW,9.2,4.5,6.3,5.4,4.9,10.2,9.7,2.0,1.3,-
1201-1400,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),RU,6.9,4.0,12.8,1.9,6.8,41.6,21.0,9.5,1.0,-
1201-1400,1201-1400,National Taipei University,TW,7.6,4.5,7.8,2.8,2.6,4.5,5.0,18.9,1.1,-
1201-1400,1201-1400,National Taiwan Ocean University,TW,6.0,3.2,11.9,10.8,7.5,7.6,22.6,3.3,17.5,-
1201-1400,1001-1200,Novosibirsk State Technical University,RU,6.0,6.4,27.6,1.7,1.4,41.7,8.4,5.7,1.0,-
1201-1400,1201-1400,Óbuda University,HU,5.5,4.9,2.5,7.8,17.9,7.6,29.1,3.8,1.0,-
1201-1400,1001-1200,Odessa I.I. Mechnikov National University,UA,3.9,2.3,55.4,1.3,1.8,3.3,10.3,6.3,1.0,-
1201-1400,1201-1400,OSMANIA UNIVERSITY,IN,5.4,3.7,3.5,21.0,,5.4,17.2,7.2,1.0,-
1201-1400,1201-1400,Perm State National Research University,RU,4.4,1.7,34.5,1.5,1.4,8.3,6.3,2.0,1.2,-
1201-1400,1201-1400,Pondicherry University,IN,4.1,2.1,5.4,16.5,1.9,1.1,21.1,2.7,5.8,-
1201-1400,1201-1400,Pontificia Universidad Catolica Madre y Maestra,DO,4.2,4.1,11.2,1.2,9.4,11.4,4.1,45.7,1.0,-
1201-1400,1201-1400,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),BR,6.3,3.9,12.3,9.4,2.6,1.7,30.5,9.2,1.1,-
1201-1400,1201-1400,Portland State University,US,4.1,1.7,9.3,9.2,1.6,6.1,44.4,9.7,6.8,-
1201-1400,1201-1400,Pukyong National University ,KR,5.7,3.1,12.7,7.0,6.2,7.1,32.3,1.6,28.4,-
1201-1400,1401+,Rajshahi University,BD,10.4,9.8,3.9,3.0,1.0,1.1,16.4,3.7,1.1,-
1201-1400,1201-1400,Rikkyo University,JP,4.0,9.6,8.2,2.1,23.7,5.6,13.7,5.8,1.2,-
1201-1400,1201-1400,Saitama University,JP,4.9,1.6,11.5,6.8,9.7,4.9,18.1,1.8,1.1,-
1201-1400,1201-1400,Saken Seifullin Kazakh Agrotechnical University,KZ,9.7,9.3,27.8,1.2,10.1,4.2,2.6,3.4,2.0,-
1201-1400,1201-1400,San Francisco State University,US,4.5,3.1,5.7,4.0,3.4,5.0,35.6,7.6,1.7,-
1201-1400,1001-1200,Sathyabama Institute of Science and Technology (deemed to be university),IN,6.8,3.7,24.8,4.3,5.3,3.5,17.0,1.9,3.1,-
1201-1400,1201-1400,Seattle University,US,5.4,6.4,32.2,2.1,1.5,13.2,6.3,10.1,2.4,-
1201-1400,1001-1200,Seoul National University of Science and Technology,KR,6.4,3.6,12.8,10.3,9.6,11.9,12.4,1.9,9.8,-
1201-1400,1401+,Shahjalal University of Science and Technology,BD,7.6,11.8,11.8,5.3,,,12.8,3.9,1.0,-
1201-1400,1001-1200,Shanghai International Studies University,CN,4.9,2.9,16.7,1.8,26.9,27.3,5.4,5.2,1.0,-
1201-1400,1201-1400,Shanghai University of Finance and Economics,CN,4.5,5.2,8.9,3.5,15.5,2.1,14.9,42.6,1.4,-
1201-1400,1201-1400,Siksha 'O' Anusandhan (Deemed to be University),IN,7.5,3.6,34.3,5.3,2.2,2.2,23.7,1.9,1.0,-
1201-1400,1201-1400,Sookmyung Women's University ,KR,4.4,5.6,29.0,3.4,4.0,2.2,4.8,1.8,2.6,-
1201-1400,1201-1400,Suez Canal University,EG,4.1,2.6,13.1,2.3,2.1,1.8,48.9,2.4,8.3,-
1201-1400,1201-1400,Suleyman Demirel University,TR,7.1,5.3,3.9,2.4,1.7,4.6,27.3,2.0,1.0,-
1201-1400,1201-1400,"Suleyman Demirel University, Kazakhstan",KZ,9.0,11.0,4.1,1.3,6.2,2.0,5.7,3.3,,-
1201-1400,1201-1400,Suranaree University of Technology ,TH,6.4,2.8,3.7,9.6,5.8,1.6,30.0,2.7,1.3,-
1201-1400,1201-1400,Tamkang University,TW,5.7,4.9,4.0,5.0,6.0,7.4,14.2,29.2,10.1,-
1201-1400,1201-1400,Tanta University ,EG,6.9,5.5,4.5,2.2,1.5,1.5,65.2,4.3,3.1,-
1201-1400,1201-1400,Technical University of Cluj-Napoca,RO,4.6,7.1,7.6,3.9,2.1,2.7,38.1,3.8,2.1,-
1201-1400,1001-1200,Technical University of Liberec,CZ,3.9,2.2,37.6,4.6,11.2,8.7,25.5,1.7,1.0,-
1201-1400,1201-1400,Technical University of Lublin,PL,5.8,2.1,18.4,3.7,,10.2,12.9,3.1,1.0,-
1201-1400,1401+,Technische Universität Kaiserslautern,DE,6.3,2.4,17.0,4.6,,,56.4,2.2,1.1,-
1201-1400,1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",RO,5.3,9.7,2.4,6.0,,4.6,34.1,4.0,1.0,-
1201-1400,1201-1400,The Herzen State Pedagogical University of Russia,RU,3.8,2.0,20.1,1.2,1.4,41.1,12.7,5.5,1.0,-
1201-1400,1201-1400,The Josip Juraj Strossmayer University of Osijek,HR,4.3,2.0,28.6,3.1,,,54.0,11.2,1.0,-
1201-1400,1201-1400,"The National Research University ""Belgorod State University""",RU,3.5,1.3,15.6,1.9,2.2,49.8,21.4,2.0,1.0,-
1201-1400,1001-1200,Tokai University,JP,10.5,5.8,13.6,2.8,5.6,2.9,24.5,1.8,1.3,-
1201-1400,1001-1200,Tomas Bata University in Zlin,CZ,4.5,8.4,9.3,5.5,23.6,18.8,25.8,4.0,1.1,-
1201-1400,1201-1400,Toraighyrov University,KZ,8.5,4.8,17.8,1.2,6.8,3.1,3.9,3.3,1.0,-
1201-1400,1201-1400,Transilvania University of Brasov,RO,6.4,5.5,5.1,3.7,5.4,2.1,48.1,4.0,1.0,-
1201-1400,1201-1400,Tunghai University,TW,6.5,5.4,4.6,5.4,8.4,8.8,24.4,13.8,7.9,-
1201-1400,1001-1200,Universidad Autónoma de Guadalajara (UAG),MX,6.5,3.8,19.6,1.1,37.9,23.0,2.1,2.0,,-
1201-1400,1001-1200,Universidad Autónoma del Estado de Hidalgo (UAEH),MX,3.2,6.0,45.2,1.4,2.0,1.6,8.3,2.1,5.8,-
1201-1400,1201-1400,Universidad Católica del Norte,CL,4.5,2.3,6.7,5.9,13.5,3.8,46.2,2.0,8.5,-
1201-1400,1201-1400,Universidad Central del Ecuador,EC,8.1,3.6,11.3,1.2,,,10.1,20.9,1.0,-
1201-1400,1201-1400,Universidad de Las Américas (UDLA) Ecuador,EC,8.3,3.8,13.3,1.7,19.2,2.5,15.7,4.9,1.0,-
1201-1400,1001-1200,Universidad de Monterrey (UDEM),MX,12.5,13.0,7.5,1.5,13.7,3.7,4.4,4.8,1.3,-
1201-1400,1001-1200,Universidad de Oriente Santiago de Cuba,CU,8.4,5.2,29.8,1.1,,,7.3,5.0,1.0,-
1201-1400,1201-1400,Universidad de Panama,PA,6.6,5.5,2.9,1.1,4.6,2.7,9.0,49.1,1.0,-
1201-1400,1201-1400,Universidad de Piura,PE,7.5,10.7,5.0,1.2,5.7,1.1,3.3,12.5,1.0,-
1201-1400,1201-1400,Universidad de San Carlos de Guatemala - USAC,GT,10.2,3.9,4.7,1.0,,,9.4,56.0,1.0,-
1201-1400,1401+,Universidad de Tarapaca,CL,3.5,1.6,2.4,9.8,,,41.7,2.1,1.0,-
1201-1400,1201-1400,Universidad de Valparaíso (UV),CL,10.9,4.0,8.5,2.9,6.3,1.8,39.7,2.2,4.0,-
1201-1400,1201-1400,Universidad del Bío-Bío,CL,8.0,3.0,3.2,4.0,8.7,1.4,30.3,2.0,1.0,-
1201-1400,1201-1400,Universidad del Desarrollo (UDD),CL,7.2,8.6,11.7,2.3,7.3,2.0,14.7,4.9,5.1,-
1201-1400,1201-1400,Universidad del Salvador,AR,3.7,5.8,19.9,1.0,4.9,7.4,1.2,16.2,,-
1201-1400,1201-1400,Universidad del Zulia,VE,10.1,5.8,4.1,2.1,,,13.4,5.6,1.0,-
1201-1400,1001-1200,Universidad Industrial de Santander - UIS,CO,9.7,14.8,4.6,2.1,4.1,1.4,12.4,9.0,1.3,-
1201-1400,1001-1200,Universidad La Salle (ULSA),MX,4.5,15.0,22.3,1.1,2.2,1.6,1.0,4.8,1.0,-
1201-1400,,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),CR,7.5,8.8,31.5,1.0,8.5,9.1,1.0,5.5,,-
1201-1400,1201-1400,Universidad Mayor de San Andrés (UMSA),BO,6.3,2.8,1.2,1.6,6.4,1.0,15.1,49.6,1.0,-
1201-1400,1001-1200,Universidad Metropolitana,VE,7.6,15.1,4.4,1.1,4.4,1.6,1.1,25.9,,-
1201-1400,1201-1400,Universidad Nacional Agraria la Molina,PE,7.0,6.4,12.4,1.6,1.3,1.7,9.4,6.7,1.5,-
1201-1400,1401+,Universidad Nacional Autónoma de Honduras (UNAH),HN,5.1,4.0,3.3,1.0,1.8,,18.5,61.8,1.0,-
1201-1400,951-1000,Universidad Nacional de Ingeniería Peru,PE,7.4,27.2,9.1,1.5,,,5.6,19.1,1.0,-
1201-1400,1201-1400,Universidad Nacional de Mar del Plata,AR,8.6,2.8,4.9,3.5,,,28.5,1.2,1.2,-
1201-1400,1201-1400,Universidad Nacional de Río Cuarto - UNRC,AR,4.1,1.6,33.2,1.4,,,10.7,1.3,1.0,-
1201-1400,1201-1400,Universidad Nacional de San Martín (UNSAM),AR,11.3,2.7,6.2,2.2,1.6,3.7,24.5,1.2,1.1,-
1201-1400,1201-1400,Universidad Nacional del Litoral,AR,12.7,5.7,2.2,2.5,5.0,1.2,24.5,3.7,5.1,-
1201-1400,1401+,Universidad Nacional del Sur,AR,6.7,2.0,17.8,1.7,,,27.2,2.9,1.2,-
1201-1400,1001-1200,"Universidad Nacional, Costa Rica",CR,10.2,10.5,12.1,1.5,9.7,2.3,17.2,4.7,1.0,-
1201-1400,1001-1200,Universidad Peruana de Ciencias Aplicadas,PE,11.3,22.6,3.0,1.1,13.6,1.5,8.0,3.9,1.1,-
1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),BR,9.5,5.1,17.4,2.5,3.5,1.2,35.7,18.2,1.3,-
1201-1400,1201-1400,Universidade Federal da Bahia,BR,9.0,2.7,8.5,3.1,5.1,1.4,48.8,12.4,2.5,-
1201-1400,1201-1400,Universidade Federal de Juiz de Fora- (UFJF),BR,3.8,2.0,30.3,2.8,,,35.2,1.3,1.0,-
1201-1400,1201-1400,Universidade Federal de Pelotas ,BR,4.7,1.3,26.0,4.7,,1.3,21.7,1.3,1.3,-
1201-1400,1201-1400,Universidade Federal de Santa Maria,BR,6.4,1.5,17.5,5.2,2.5,1.4,37.9,6.3,11.5,-
1201-1400,1201-1400,Universidade Federal de Viçosa (UFV),BR,5.1,2.4,10.9,7.8,2.4,1.9,20.2,3.8,1.3,-
1201-1400,1201-1400,Universidade Federal do Ceará (UFC),BR,7.4,2.8,6.3,5.3,1.3,1.2,43.4,3.7,2.0,-
1201-1400,1401+,Universidade Federal do Rio Grande Do Norte,BR,5.2,1.2,9.5,3.4,,,45.0,1.3,1.4,-
1201-1400,1201-1400,Universidade Presbiteriana Mackenzie,BR,3.5,8.7,12.3,2.1,2.4,1.1,12.5,48.3,1.0,-
1201-1400,1201-1400,Università degli studi di Bergamo,IT,5.7,2.4,1.9,6.5,4.3,6.7,27.8,4.3,1.2,-
1201-1400,1201-1400,Universitas Islam Indonesia,ID,11.2,4.9,2.0,1.8,2.2,1.2,10.7,3.9,1.3,-
1201-1400,1201-1400,Universitas Muhammadiyah Yogyakarta,ID,6.6,2.8,3.2,1.4,57.9,1.9,7.9,2.3,1.2,-
1201-1400,1201-1400,Universitas Pendidikan Indonesia,ID,10.9,4.1,12.0,1.4,13.2,1.6,13.1,2.3,3.3,-
1201-1400,1201-1400,Universitas Sumatera Utara,ID,8.8,8.0,24.9,1.3,12.6,2.5,18.3,5.5,4.6,-
1201-1400,1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,RO,9.2,9.7,4.7,2.8,1.6,6.7,27.5,23.5,2.7,-
1201-1400,1201-1400,Université de Limoges,FR,6.6,2.3,17.2,5.5,,,58.8,2.9,1.1,-
1201-1400,1201-1400,Université Jean Moulin Lyon 3,FR,8.8,5.2,1.8,2.3,18.7,30.2,8.5,4.4,1.0,-
1201-1400,1001-1200,Universiti Kuala Lumpur (UniKL),MY,6.0,5.3,32.7,2.2,7.4,3.9,17.3,3.9,1.0,-
1201-1400,1001-1200,Universiti Malaysia Perlis,MY,7.8,5.1,19.2,6.7,1.8,3.5,31.1,3.9,2.8,-
1201-1400,1201-1400,Universiti Teknikal Malaysia Melaka,MY,6.3,5.7,10.6,5.8,3.9,4.8,18.9,3.9,2.5,-
1201-1400,1201-1400,University of Babylon,IQ,4.6,9.8,14.5,2.0,1.1,1.0,29.9,4.3,1.2,-
1201-1400,1201-1400,University of Basrah,IQ,5.5,9.3,18.4,1.4,1.3,1.1,33.7,10.0,1.0,-
1201-1400,1201-1400,University of Bialystok,PL,5.4,2.7,24.0,2.6,,4.7,28.6,3.1,1.0,-
1201-1400,1201-1400,University of International Business and Economics,CN,3.7,2.3,9.7,3.0,7.0,30.3,5.3,14.0,1.1,-
1201-1400,1401+,University of Kragujevac,RS,3.9,3.0,8.5,3.7,1.0,1.1,44.1,9.3,1.0,-
1201-1400,1201-1400,University of Kufa,IQ,4.4,12.8,29.0,1.4,4.4,1.1,16.4,4.2,1.0,-
1201-1400,1201-1400,University of Memphis,US,3.1,2.5,12.1,8.0,2.2,8.3,39.4,7.6,2.1,-
1201-1400,1201-1400,University of Miskolc ,HU,6.6,5.7,18.6,2.4,3.1,3.8,19.2,13.0,1.0,-
1201-1400,1201-1400,University of Missouri Saint Louis,US,4.2,4.2,12.3,10.5,3.4,3.1,9.8,7.7,1.0,-
1201-1400,1201-1400,University of Niš,RS,5.0,5.5,12.5,2.4,,5.7,49.0,4.0,1.0,-
1201-1400,1201-1400,University of North Carolina at Greensboro,US,2.6,2.4,8.9,10.1,5.9,3.4,50.7,1.5,1.6,-
1201-1400,1201-1400,University of Ostrava,CZ,6.3,1.1,15.6,3.6,27.7,16.6,27.0,2.9,1.0,-
1201-1400,1201-1400,University of Pannonia,HU,4.2,4.0,22.0,8.5,3.3,8.3,44.7,4.0,1.0,-
1201-1400,1001-1200,University of Pardubice,CZ,4.5,2.3,44.5,3.1,9.7,8.8,18.7,1.7,1.0,-
1201-1400,1201-1400,University of Peradeniya ,LK,9.0,11.6,12.0,2.0,1.0,1.3,22.7,10.9,5.8,-
1201-1400,1001-1200,University of Primorska,SI,3.7,2.5,8.9,4.1,25.0,26.4,46.3,4.2,1.0,-
